Step	Energy
0	-6.65334
1	-6.50345
2	-6.40553
3	-6.25273
4	-6.19464
5	-6.16151
6	-6.10775
7	-6.10333
8	-6.03218
9	-5.99475
10	-5.96118
11	-5.95668
12	-6.05635
13	-5.96219
14	-5.87698
15	-5.85458
16	-5.82354
17	-5.88445
18	-5.84728
19	-5.83168
20	-5.88839
21	-5.80176
22	-5.82439
23	-5.91075
24	-5.95579
25	-5.87549
26	-5.82628
27	-5.84171
28	-5.78735
29	-5.76641
30	-5.73151
31	-5.71491
32	-5.74262
33	-5.81706
34	-5.7943
35	-5.79509
36	-5.80361
37	-5.74683
38	-5.75912
39	-5.74489
40	-5.74022
41	-5.71243
42	-5.66663
43	-5.69574
44	-5.66845
45	-5.69701
46	-5.7154
47	-5.71793
48	-5.70228
49	-5.73836
50	-5.73994
51	-5.75889
52	-5.79649
53	-5.82095
54	-5.82619
55	-5.78177
56	-5.71668
57	-5.63237
58	-5.70986
59	-5.68778
60	-5.67024
61	-5.65285
62	-5.6774
63	-5.76318
64	-5.7509
65	-5.80874
66	-5.75148
67	-5.77916
68	-5.77304
69	-5.77356
70	-5.74964
71	-5.68875
72	-5.5652
73	-5.71365
74	-5.6716
75	-5.63027
76	-5.57875
77	-5.63939
78	-5.57582
79	-5.50512
80	-5.4931
81	-5.61749
82	-5.53137
83	-5.54208
84	-5.58586
85	-5.55802
86	-5.62597
87	-5.56806
88	-5.574
89	-5.47268
90	-5.47028
91	-5.49678
92	-5.55821
93	-5.55383
94	-5.56708
95	-5.60232
96	-5.41807
97	-5.48121
98	-5.54163
99	-5.53631
100	-5.46441
101	-5.46043
102	-5.50397
103	-5.42402
104	-5.47805
105	-5.57907
106	-5.56042
107	-5.51918
108	-5.45265
109	-5.54567
110	-5.58639
111	-5.56135
112	-5.56993
113	-5.63765
114	-5.58427
115	-5.52728
116	-5.51733
117	-5.52355
118	-5.49157
119	-5.65323
120	-5.62617
121	-5.59261
122	-5.50287
123	-5.61253
124	-5.62938
125	-5.5683
126	-5.63368
127	-5.66529
128	-5.67791
129	-5.65452
130	-5.53699
131	-5.59517
132	-5.57134
133	-5.60399
134	-5.68158
135	-5.55521
136	-5.55723
137	-5.58516
138	-5.61347
139	-5.56328
140	-5.61339
141	-5.626
142	-5.57619
143	-5.52286
144	-5.57899
145	-5.45962
146	-5.46688
147	-5.61802
148	-5.58943
149	-5.57162
150	-5.57414
151	-5.51976
152	-5.44181
153	-5.50261
154	-5.54752
155	-5.45397
156	-5.53254
157	-5.57977
158	-5.65039
159	-5.59281
160	-5.71354
161	-5.62505
162	-5.5435
163	-5.5876
164	-5.58078
165	-5.59049
166	-5.59576
167	-5.59408
168	-5.58179
169	-5.49213
170	-5.50656
171	-5.50845
172	-5.49944
173	-5.47164
174	-5.42073
175	-5.5126
176	-5.5116
177	-5.58254
178	-5.5592
179	-5.52705
180	-5.47074
181	-5.49835
182	-5.45407
183	-5.45143
184	-5.5238
185	-5.46352
186	-5.4567
187	-5.5343
188	-5.53358
189	-5.5358
190	-5.57085
191	-5.41336
192	-5.50645
193	-5.44936
194	-5.48604
195	-5.40289
196	-5.39145
197	-5.42328
198	-5.44984
199	-5.41455
200	-5.54424
201	-5.55878
202	-5.55619
203	-5.46231
204	-5.53208
205	-5.42657
206	-5.35597
207	-5.36755
208	-5.38709
209	-5.34409
210	-5.43447
211	-5.46312
212	-5.53361
213	-5.57841
214	-5.56937
215	-5.68758
216	-5.67767
217	-5.66858
218	-5.79162
219	-5.75413
220	-5.62717
221	-5.63212
222	-5.66331
223	-5.6734
224	-5.68316
225	-5.61527
226	-5.6009
227	-5.46986
228	-5.34044
229	-5.37698
230	-5.36161
231	-5.53358
232	-5.54461
233	-5.52467
234	-5.59679
235	-5.48467
236	-5.47773
237	-5.45381
238	-5.41339
239	-5.40484
240	-5.41106
241	-5.42755
242	-5.46898
243	-5.48729
244	-5.50901
245	-5.55198
246	-5.51072
247	-5.50324
248	-5.36729
249	-5.43702
250	-5.35922
251	-5.34302
252	-5.41984
253	-5.47247
254	-5.4556
255	-5.47366
256	-5.44757
257	-5.41468
258	-5.41411
259	-5.4242
260	-5.39469
261	-5.38607
262	-5.48083
263	-5.403
264	-5.4363
265	-5.29941
266	-5.362
267	-5.42073
268	-5.37238
269	-5.3817
270	-5.3565
271	-5.35534
272	-5.40312
273	-5.3869
274	-5.40551
275	-5.48145
276	-5.31005
277	-5.2375
278	-5.2617
279	-5.31216
280	-5.42772
281	-5.43567
282	-5.41196
283	-5.38133
284	-5.31845
285	-5.38819
286	-5.37133
287	-5.45022
288	-5.48533
289	-5.46543
290	-5.33153
291	-5.30623
292	-5.31063
293	-5.31932
294	-5.40583
295	-5.44576
296	-5.5301
297	-5.49446
298	-5.43274
299	-5.39025
300	-5.37902
301	-5.50908
302	-5.50001
303	-5.43371
304	-5.49469
305	-5.48354
306	-5.42811
307	-5.45866
308	-5.46615
309	-5.50035
310	-5.4067
311	-5.4418
312	-5.54103
313	-5.55653
314	-5.45533
315	-5.45532
316	-5.48426
317	-5.4285
318	-5.46186
319	-5.50192
320	-5.44509
321	-5.40625
322	-5.33974
323	-5.47899
324	-5.39837
325	-5.50867
326	-5.43339
327	-5.48562
328	-5.40249
329	-5.37297
330	-5.41025
331	-5.41582
332	-5.5485
333	-5.50258
334	-5.55241
335	-5.44965
336	-5.45162
337	-5.53749
338	-5.5196
339	-5.4596
340	-5.49307
341	-5.52729
342	-5.46574
343	-5.4588
344	-5.43696
345	-5.36104
346	-5.41157
347	-5.48678
348	-5.44703
349	-5.53162
350	-5.47154
351	-5.37784
352	-5.39155
353	-5.42493
354	-5.48661
355	-5.57583
356	-5.57765
357	-5.63782
358	-5.6534
359	-5.5297
360	-5.47017
361	-5.45359
362	-5.56733
363	-5.63408
364	-5.51164
365	-5.54584
366	-5.57597
367	-5.55805
368	-5.52374
369	-5.49594
370	-5.53426
371	-5.59156
372	-5.57816
373	-5.56963
374	-5.49517
375	-5.53343
376	-5.48986
377	-5.54823
378	-5.45387
379	-5.50499
380	-5.49831
381	-5.36114
382	-5.39412
383	-5.50979
384	-5.44622
385	-5.42138
386	-5.42793
387	-5.43856
388	-5.50493
389	-5.47168
390	-5.43406
391	-5.44835
392	-5.52235
393	-5.48129
394	-5.45957
395	-5.50688
396	-5.5344
397	-5.51882
398	-5.45679
399	-5.52089
400	-5.60114
401	-5.5877
402	-5.54739
403	-5.50643
404	-5.60088
405	-5.65622
406	-5.64869
407	-5.55969
408	-5.46978
409	-5.59984
410	-5.52728
411	-5.38575
412	-5.51662
413	-5.48123
414	-5.53521
415	-5.4913
416	-5.51564
417	-5.53423
418	-5.55511
419	-5.51277
420	-5.41241
421	-5.36087
422	-5.42361
423	-5.43955
424	-5.32961
425	-5.38927
426	-5.41198
427	-5.47788
428	-5.4433
429	-5.45472
430	-5.60044
431	-5.53023
432	-5.54864
433	-5.58868
434	-5.52337
435	-5.49071
436	-5.45504
437	-5.40936
438	-5.40742
439	-5.44711
440	-5.4226
441	-5.45189
442	-5.48543
443	-5.61737
444	-5.45316
445	-5.49691
446	-5.39072
447	-5.42129
448	-5.48379
449	-5.43747
450	-5.39363
451	-5.38719
452	-5.41709
453	-5.39566
454	-5.42848
455	-5.49867
456	-5.45349
457	-5.45874
458	-5.46568
459	-5.49767
460	-5.50557
461	-5.56278
462	-5.48704
463	-5.49923
464	-5.50674
465	-5.49944
466	-5.40028
467	-5.51236
468	-5.48245
469	-5.53719
470	-5.45206
471	-5.44495
472	-5.43275
473	-5.37795
474	-5.45612
475	-5.37521
476	-5.32703
477	-5.3993
478	-5.43468
479	-5.48659
480	-5.51948
481	-5.50692
482	-5.54946
483	-5.57135
484	-5.56384
485	-5.58326
486	-5.53946
487	-5.68992
488	-5.72786
489	-5.69774
490	-5.6396
491	-5.56365
492	-5.55507
493	-5.46216
494	-5.50033
495	-5.59388
496	-5.55857
497	-5.54935
498	-5.52917
499	-5.50921
500	-5.55495
501	-5.44216
502	-5.48768
503	-5.49039
504	-5.45958
505	-5.35575
506	-5.37247
507	-5.42206
508	-5.51081
509	-5.51543
510	-5.45523
511	-5.48177
512	-5.43679
513	-5.46055
514	-5.43143
515	-5.4591
516	-5.43657
517	-5.58502
518	-5.44311
519	-5.43477
520	-5.43275
521	-5.35796
522	-5.41173
523	-5.47015
524	-5.40877
525	-5.33893
526	-5.31968
527	-5.34776
528	-5.33608
529	-5.29687
530	-5.28876
531	-5.348
532	-5.38678
533	-5.41652
534	-5.40246
535	-5.47541
536	-5.36498
537	-5.34007
538	-5.4683
539	-5.48086
540	-5.40512
541	-5.40643
542	-5.35698
543	-5.39878
544	-5.35795
545	-5.4152
546	-5.37904
547	-5.37824
548	-5.48076
549	-5.37561
550	-5.35589
551	-5.39653
552	-5.48345
553	-5.44618
554	-5.44672
555	-5.42992
556	-5.42294
557	-5.36346
558	-5.32311
559	-5.38952
560	-5.47884
561	-5.51056
562	-5.58254
563	-5.51753
564	-5.4827
565	-5.46678
566	-5.61094
567	-5.58174
568	-5.46716
569	-5.39927
570	-5.38261
571	-5.38871
572	-5.31025
573	-5.35834
574	-5.38006
575	-5.36707
576	-5.4435
577	-5.46495
578	-5.50055
579	-5.43212
580	-5.50937
581	-5.50801
582	-5.4783
583	-5.52627
584	-5.52794
585	-5.4437
586	-5.47868
587	-5.45925
588	-5.42579
589	-5.50967
590	-5.51386
591	-5.4959
592	-5.52267
593	-5.48716
594	-5.59288
595	-5.55166
596	-5.58173
597	-5.60425
598	-5.53874
599	-5.51884
600	-5.67536
601	-5.66075
602	-5.62698
603	-5.59511
604	-5.56969
605	-5.53046
606	-5.49894
607	-5.47433
608	-5.48652
609	-5.41071
610	-5.35576
611	-5.40883
612	-5.48251
613	-5.49525
614	-5.35903
615	-5.44139
616	-5.41098
617	-5.50914
618	-5.45051
619	-5.42393
620	-5.4004
621	-5.4115
622	-5.37222
623	-5.37527
624	-5.45742
625	-5.47956
626	-5.47431
627	-5.46941
628	-5.55509
629	-5.56907
630	-5.51868
631	-5.55119
632	-5.57499
633	-5.56422
634	-5.51632
635	-5.51195
636	-5.48929
637	-5.41653
638	-5.4179
639	-5.49346
640	-5.43327
641	-5.43571
642	-5.43902
643	-5.49703
644	-5.47962
645	-5.56185
646	-5.60677
647	-5.62626
648	-5.67223
649	-5.58861
650	-5.60242
651	-5.48274
652	-5.5164
653	-5.43553
654	-5.35838
655	-5.47518
656	-5.49355
657	-5.46304
658	-5.44986
659	-5.32623
660	-5.29215
661	-5.339
662	-5.39963
663	-5.35293
664	-5.30503
665	-5.40307
666	-5.4503
667	-5.31991
668	-5.34263
669	-5.33871
670	-5.48449
671	-5.53749
672	-5.53209
673	-5.52462
674	-5.63705
675	-5.52799
676	-5.64662
677	-5.63222
678	-5.65476
679	-5.67637
680	-5.67034
681	-5.77916
682	-5.72385
683	-5.61784
684	-5.73243
685	-5.72476
686	-5.74929
687	-5.71048
688	-5.66905
689	-5.60625
690	-5.58628
691	-5.49348
692	-5.53388
693	-5.61279
694	-5.52244
695	-5.5917
696	-5.56849
697	-5.58588
698	-5.59253
699	-5.564
700	-5.48186
701	-5.44959
702	-5.53182
703	-5.55753
704	-5.61554
705	-5.60683
706	-5.68942
707	-5.67237
708	-5.7387
709	-5.68905
710	-5.71906
711	-5.55984
712	-5.60282
713	-5.60523
714	-5.57158
715	-5.45581
716	-5.30193
717	-5.41473
718	-5.34281
719	-5.38951
720	-5.37417
721	-5.39215
722	-5.29354
723	-5.43469
724	-5.38154
725	-5.243
726	-5.21965
727	-5.21267
728	-5.41223
729	-5.53465
730	-5.49542
731	-5.44899
732	-5.38528
733	-5.45879
734	-5.41484
735	-5.45011
736	-5.37557
737	-5.39968
738	-5.36623
739	-5.52116
740	-5.51966
741	-5.6142
742	-5.57717
743	-5.60938
744	-5.68924
745	-5.66993
746	-5.72765
747	-5.8006
748	-5.78732
749	-5.79066
750	-5.73868
751	-5.66214
752	-5.54332
753	-5.5578
754	-5.64753
755	-5.61142
756	-5.658
757	-5.62682
758	-5.64289
759	-5.6064
760	-5.6106
761	-5.50336
762	-5.57188
763	-5.66781
764	-5.59114
765	-5.48596
766	-5.54068
767	-5.50387
768	-5.45774
769	-5.50577
770	-5.49943
771	-5.53115
772	-5.53718
773	-5.57959
774	-5.61761
775	-5.55993
776	-5.59246
777	-5.51855
778	-5.574
779	-5.52423
780	-5.43924
781	-5.43412
782	-5.49633
783	-5.49493
784	-5.55218
785	-5.59245
786	-5.5861
787	-5.62667
788	-5.55078
789	-5.51408
790	-5.54461
791	-5.42477
792	-5.46759
793	-5.54585
794	-5.4276
795	-5.53989
796	-5.56779
797	-5.61045
798	-5.58406
799	-5.64479
800	-5.62072
801	-5.49162
802	-5.5415
803	-5.46144
804	-5.43747
805	-5.47338
806	-5.46329
807	-5.42124
808	-5.25626
809	-5.31784
810	-5.36621
811	-5.38256
812	-5.34445
813	-5.35382
814	-5.43
815	-5.3906
816	-5.42586
817	-5.50924
818	-5.51779
819	-5.51421
820	-5.49655
821	-5.4903
822	-5.4672
823	-5.42607
824	-5.58986
825	-5.58936
826	-5.49677
827	-5.38691
828	-5.3569
829	-5.40557
830	-5.43576
831	-5.58072
832	-5.5663
833	-5.65582
834	-5.62772
835	-5.53258
836	-5.60177
837	-5.4935
838	-5.51937
839	-5.5515
840	-5.52746
841	-5.56297
842	-5.45434
843	-5.4588
844	-5.40978
845	-5.47438
846	-5.41445
847	-5.52454
848	-5.42246
849	-5.48315
850	-5.50276
851	-5.55038
852	-5.54432
853	-5.54919
854	-5.45194
855	-5.42873
856	-5.41334
857	-5.41489
858	-5.30138
859	-5.23485
860	-5.31042
861	-5.39533
862	-5.45206
863	-5.46654
864	-5.46848
865	-5.5014
866	-5.51208
867	-5.51156
868	-5.3459
869	-5.30583
870	-5.4822
871	-5.47262
872	-5.44317
873	-5.4723
874	-5.51163
875	-5.51837
876	-5.50631
877	-5.46115
878	-5.52204
879	-5.5103
880	-5.47813
881	-5.43414
882	-5.41885
883	-5.3759
884	-5.41827
885	-5.35751
886	-5.3578
887	-5.41181
888	-5.42848
889	-5.39945
890	-5.37442
891	-5.34282
892	-5.41225
893	-5.40161
894	-5.4437
895	-5.45658
896	-5.46453
897	-5.53913
898	-5.46648
899	-5.56648
900	-5.61468
901	-5.61593
902	-5.63741
903	-5.53081
904	-5.34517
905	-5.37508
906	-5.40428
907	-5.44786
908	-5.33831
909	-5.32001
910	-5.28301
911	-5.32034
912	-5.37221
913	-5.41249
914	-5.30809
915	-5.41781
916	-5.45872
917	-5.49753
918	-5.51247
919	-5.51744
920	-5.51632
921	-5.54174
922	-5.5494
923	-5.43696
924	-5.40072
925	-5.36694
926	-5.29387
927	-5.38132
928	-5.31254
929	-5.24818
930	-5.31681
931	-5.32288
932	-5.29122
933	-5.34451
934	-5.35438
935	-5.35722
936	-5.35479
937	-5.33692
938	-5.29457
939	-5.34412
940	-5.38186
941	-5.40634
942	-5.4395
943	-5.52933
944	-5.34755
945	-5.37171
946	-5.31315
947	-5.33857
948	-5.40073
949	-5.55349
950	-5.51361
951	-5.52312
952	-5.62255
953	-5.64301
954	-5.65676
955	-5.68457
956	-5.67087
957	-5.49145
958	-5.58039
959	-5.56436
960	-5.55988
961	-5.58883
962	-5.57067
963	-5.49215
964	-5.56239
965	-5.56391
966	-5.3976
967	-5.33924
968	-5.48057
969	-5.54679
970	-5.4776
971	-5.50776
972	-5.52168
973	-5.57049
974	-5.4867
975	-5.36667
976	-5.28092
977	-5.39725
978	-5.33888
979	-5.38805
980	-5.44087
981	-5.41659
982	-5.43951
983	-5.42064
984	-5.42312
985	-5.40731
986	-5.46032
987	-5.56814
988	-5.55778
989	-5.70657
990	-5.64031
991	-5.58531
992	-5.48127
993	-5.51235
994	-5.42867
995	-5.46291
996	-5.35109
997	-5.34745
998	-5.4669
999	-5.53808
1000	-5.44921
1001	-5.42082
1002	-5.36563
1003	-5.3663
1004	-5.29303
1005	-5.31756
1006	-5.35847
1007	-5.33121
1008	-5.36232
1009	-5.38033
1010	-5.38276
1011	-5.4688
1012	-5.58688
1013	-5.48296
1014	-5.48571
1015	-5.49313
1016	-5.52492
1017	-5.51952
1018	-5.49624
1019	-5.50526
1020	-5.45028
1021	-5.43951
1022	-5.35472
1023	-5.41504
1024	-5.46054
1025	-5.45145
1026	-5.46963
1027	-5.38563
1028	-5.28054
1029	-5.28511
1030	-5.3416
1031	-5.3258
1032	-5.33915
1033	-5.45692
1034	-5.44103
1035	-5.48889
1036	-5.54259
1037	-5.56041
1038	-5.51773
1039	-5.5944
1040	-5.6394
1041	-5.66007
1042	-5.61171
1043	-5.60241
1044	-5.55066
1045	-5.55138
1046	-5.59384
1047	-5.51627
1048	-5.4971
1049	-5.52438
1050	-5.549
1051	-5.5643
1052	-5.57564
1053	-5.48671
1054	-5.55899
1055	-5.57295
1056	-5.58959
1057	-5.57714
1058	-5.56556
1059	-5.50904
1060	-5.4754
1061	-5.39692
1062	-5.38045
1063	-5.37517
1064	-5.38848
1065	-5.44019
1066	-5.36028
1067	-5.38671
1068	-5.47579
1069	-5.43307
1070	-5.4452
1071	-5.40484
1072	-5.48627
1073	-5.56268
1074	-5.58188
1075	-5.62647
1076	-5.52262
1077	-5.48944
1078	-5.48003
1079	-5.51309
1080	-5.56699
1081	-5.56962
1082	-5.52093
1083	-5.52765
1084	-5.47069
1085	-5.54822
1086	-5.44828
1087	-5.43097
1088	-5.44387
1089	-5.45427
1090	-5.4938
1091	-5.51024
1092	-5.40847
1093	-5.44271
1094	-5.4419
1095	-5.37627
1096	-5.35513
1097	-5.31178
1098	-5.34053
1099	-5.29268
1100	-5.48507
1101	-5.48705
1102	-5.52109
1103	-5.45475
1104	-5.40114
1105	-5.41186
1106	-5.47821
1107	-5.55389
1108	-5.47836
1109	-5.43493
1110	-5.51385
1111	-5.46393
1112	-5.4349
1113	-5.38736
1114	-5.39492
1115	-5.42968
1116	-5.46811
1117	-5.47872
1118	-5.50642
1119	-5.48081
1120	-5.55791
1121	-5.52373
1122	-5.44903
1123	-5.49249
1124	-5.64237
1125	-5.63685
1126	-5.45786
1127	-5.43503
1128	-5.44041
1129	-5.43999
1130	-5.49882
1131	-5.43916
1132	-5.42324
1133	-5.38578
1134	-5.43593
1135	-5.45444
1136	-5.47239
1137	-5.49214
1138	-5.49841
1139	-5.62759
1140	-5.63945
1141	-5.58439
1142	-5.61374
1143	-5.58033
1144	-5.51906
1145	-5.50527
1146	-5.52237
1147	-5.52611
1148	-5.47851
1149	-5.58446
1150	-5.55011
1151	-5.59341
1152	-5.57241
1153	-5.54372
1154	-5.58414
1155	-5.5123
1156	-5.50144
1157	-5.44053
1158	-5.37368
1159	-5.36491
1160	-5.41736
1161	-5.45634
1162	-5.31789
1163	-5.38056
1164	-5.38732
1165	-5.46608
1166	-5.36753
1167	-5.33757
1168	-5.45242
1169	-5.40594
1170	-5.47566
1171	-5.40801
1172	-5.42466
1173	-5.49578
1174	-5.47244
1175	-5.51654
1176	-5.57646
1177	-5.59882
1178	-5.56664
1179	-5.47561
1180	-5.41342
1181	-5.408
1182	-5.4073
1183	-5.53519
1184	-5.57137
1185	-5.52341
1186	-5.59197
1187	-5.4197
1188	-5.42995
1189	-5.57542
1190	-5.60331
1191	-5.56208
1192	-5.5714
1193	-5.57649
1194	-5.60614
1195	-5.54019
1196	-5.5212
1197	-5.51693
1198	-5.58466
1199	-5.47345
1200	-5.52028
1201	-5.4826
1202	-5.45032
1203	-5.45059
1204	-5.51606
1205	-5.5094
1206	-5.5439
1207	-5.57752
1208	-5.62347
1209	-5.56335
1210	-5.62575
1211	-5.69822
1212	-5.65036
1213	-5.52366
1214	-5.43039
1215	-5.49716
1216	-5.48785
1217	-5.46801
1218	-5.38128
1219	-5.36414
1220	-5.35473
1221	-5.3717
1222	-5.42237
1223	-5.43047
1224	-5.47137
1225	-5.4525
1226	-5.42776
1227	-5.3972
1228	-5.48277
1229	-5.53437
1230	-5.54717
1231	-5.38977
1232	-5.38718
1233	-5.39399
1234	-5.3836
1235	-5.29474
1236	-5.34369
1237	-5.35892
1238	-5.35807
1239	-5.31085
1240	-5.25964
1241	-5.30702
1242	-5.36511
1243	-5.27715
1244	-5.1784
1245	-5.27292
1246	-5.37192
1247	-5.42743
1248	-5.32446
1249	-5.37387
1250	-5.54028
1251	-5.37041
1252	-5.36933
1253	-5.37209
1254	-5.32143
1255	-5.45553
1256	-5.40923
1257	-5.45012
1258	-5.47725
1259	-5.48845
1260	-5.45302
1261	-5.52848
1262	-5.59764
1263	-5.50672
1264	-5.57818
1265	-5.50725
1266	-5.39751
1267	-5.47198
1268	-5.37768
1269	-5.42896
1270	-5.39451
1271	-5.39441
1272	-5.44827
1273	-5.50835
1274	-5.49354
1275	-5.41081
1276	-5.49352
1277	-5.52809
1278	-5.47251
1279	-5.40303
1280	-5.52478
1281	-5.38959
1282	-5.37959
1283	-5.35167
1284	-5.34809
1285	-5.40536
1286	-5.44294
1287	-5.41967
1288	-5.46163
1289	-5.39782
1290	-5.40379
1291	-5.37552
1292	-5.44443
1293	-5.48821
1294	-5.44187
1295	-5.25096
1296	-5.33851
1297	-5.42069
1298	-5.42076
1299	-5.45117
1300	-5.47596
1301	-5.54236
1302	-5.52409
1303	-5.53894
1304	-5.48964
1305	-5.50815
1306	-5.50523
1307	-5.41686
1308	-5.52606
